1,3,imdb
Kyle MacLachlan,Cliff Vandercave,tt0109813
Halle Berry,Miss Stone,tt0109813
Elizabeth Taylor,Pearl Slaghoople,tt0109813
Dann Florek,Mr. Slate,tt0109813
Richard Moll,Hoagie,tt0109813
Irwin Keyes,Joe Rockhead (as Irwin '88' Keyes),tt0109813
Keanu Reeves,Jack Traven,tt0111257
Dennis Hopper,Howard Payne,tt0111257
Sandra Bullock,Annie,tt0111257
Joe Morton,Capt. McMahon,tt0111257
Jeff Daniels,Harry,tt0111257
Alan Ruck,Stephens,tt0111257
Glenn Plummer,Jaguar Owner,tt0111257
Richard Lineback,Norwood,tt0111257
Beth Grant,Helen,tt0111257
Hawthorne James,Sam,tt0111257
Jim Carrey,Stanley Ipkiss,tt0110475
Peter Riegert,Lt. Mitch Kellaway,tt0110475
Peter Greene,Dorian,tt0110475
Amy Yasbeck,Peggy Brandt,tt0110475
Richard Jeni,Charlie Schumaker,tt0110475
Orestes Matacena,Niko,tt0110475
Tim Bagley,Irv (as Timothy Bagley),tt0110475
Nancy Fish,Mrs. Peenman,tt0110475
Johnny Williams,Burt,tt0110475
Reg E. Cathey,Freeze (as Reginald E. Cathey),tt0110475
Arnold Schwarzenegger,Harry Tasker,tt0111503
Jamie Lee Curtis,Helen Tasker,tt0111503
Tom Arnold,Albert Gibson,tt0111503
Bill Paxton,Simon,tt0111503
Tia Carrere,Juno Skinner,tt0111503
Art Malik,Salim Abu Aziz,tt0111503
Eliza Dushku,Dana Tasker,tt0111503
Grant Heslov,Faisil,tt0111503
Charlton Heston,Spencer Trilby,tt0111503
Marshall Manesh,Jamal Khaled,tt0111503
Tom Hanks,Forrest Gump,tt0109830
Rebecca Williams,Nurse at Park Bench,tt0109830
Sally Field,Mrs. Gump,tt0109830
Michael Conner Humphreys,Young Forrest,tt0109830
Harold G. Herthum,Doctor (as Harold Herthum),tt0109830
George Kelly,Barber,tt0109830
Bob Penny,Crony,tt0109830
John Randall,Crony,tt0109830
Sam Anderson,Principal,tt0109830
Margo Moorer,Louise,tt0109830
Rowan Atkinson,Zazu (voice),tt0110357
Matthew Broderick,Simba (voice),tt0110357
Niketa Calame-Harris,Young Nala (voice) (as Niketa Calame),tt0110357
Jim Cummings,Ed (voice),tt0110357
Whoopi Goldberg,Shenzi (voice),tt0110357
Robert Guillaume,Rafiki (voice),tt0110357
Jeremy Irons,Scar (voice),tt0110357
James Earl Jones,Mufasa (voice),tt0110357
Moira Kelly,Nala (voice),tt0110357
Nathan Lane,Timon (voice),tt0110357
Jeff Bridges,Max Klein,tt0106881
Isabella Rossellini,Laura Klein,tt0106881
Rosie Perez,Carla Rodrigo,tt0106881
Tom Hulce,Brillstein,tt0106881
John Turturro,Dr. Bill Perlman,tt0106881
Benicio Del Toro,Manny Rodrigo,tt0106881
Deirdre O'Connell,Nan Gordon,tt0106881
John de Lancie,Jeff Gordon (as John De Lancie),tt0106881
Spencer Vrooman,Jonah Klein,tt0106881
Dano Cerny,Byron Hummel (as Daniel Cerny),tt0106881
Mel Gibson,Justin McLeod,tt0107501
Nick Stahl,Charles E. 'Chuck' Norstadt,tt0107501
Margaret Whitton,Catherine Palin,tt0107501
Fay Masterson,Gloria Norstadt,tt0107501
Gaby Hoffmann,Megan Norstadt,tt0107501
Geoffrey Lewis,Chief Wayne Stark,tt0107501
Richard Masur,Prof. Carl Hartley,tt0107501
Michael DeLuise,"Douglas Hall, Gloria's Boyfriend",tt0107501
Ethan Phillips,Todd Lansing,tt0107501
Jean De Baer,Mrs. Lansing,tt0107501
Art LaFleur,The Babe (as Art La Fleur),tt0108037
Tom Guiry,Scotty Smalls,tt0108037
Mike Vitar,Benjamin Franklin Rodriguez,tt0108037
Patrick Renna,Hamilton 'Ham' Porter,tt0108037
Chauncey Leopardi,Michael 'Squints' Palledorous,tt0108037
Marty York,Alan 'Yeah-Yeah' McClennan,tt0108037
Brandon Quintin Adams,Kenny DeNunez (as Brandon Adams),tt0108037
Grant Gelt,Bertram Grover Weeks,tt0108037
Shane Obedzinski,Tommy 'Repeat' Timmons,tt0108037
Victor DiMattia,Timmy Timmons,tt0108037
Thomas Ian Nicholas,Henry Rowengartner,tt0107985
Gary Busey,Chet Steadman,tt0107985
Albert Hall,Martinella,tt0107985
Amy Morton,Mary Rowengartner,tt0107985
Dan Hedaya,Larry 'Fish' Fisher,tt0107985
Bruce Altman,Jack Bradfield,tt0107985
Eddie Bracken,Bob Carson,tt0107985
Robert Hy Gorman,Clark (as Robert Gorman),tt0107985
Patrick LaBrecque,George,tt0107985
Daniel Stern,Brickma,tt0107985
Jim Varney,Jed Clampett,tt0106400
Diedrich Bader,Jethro Bodine / Jethrine Bodine,tt0106400
Erika Eleniak,Elly May Clampett,tt0106400
Cloris Leachman,Granny,tt0106400
Lily Tomlin,Miss Jane Hathaway,tt0106400
Lea Thompson,Laura Jackson,tt0106400
Dolly Parton,Dolly Parton,tt0106400
Rob Schneider,Woodrow Tyler,tt0106400
Dabney Coleman,Milburn Drysdale,tt0106400
Penny Fuller,Mrs. Margaret Drysdale,tt0106400
Macaulay Culkin,Henry,tt0107034
Elijah Wood,Mark,tt0107034
Wendy Crewson,Susan,tt0107034
David Morse,Jack,tt0107034
Daniel Hugh Kelly,Wallace,tt0107034
Jacqueline Brookes,Alice,tt0107034
Quinn Culkin,Connie,tt0107034
Ashley Crow,Janice,tt0107034
Guy Strauss,Arizona Doctor,tt0107034
Keith Brava,Doctor in Blackport,tt0107034
Jason Scott Lee,Bruce Lee,tt0106770
Lauren Holly,Linda Lee,tt0106770
Robert Wagner,Bill Krieger,tt0106770
Michael Learned,Vivian Emery,tt0106770
Nancy Kwan,Gussie Yang,tt0106770
Kay Tong Lim,Philip Tan,tt0106770
Ric Young,Bruce's Father,tt0106770
Luoyong Wang,Yip Man,tt0106770
Sterling Macer Jr.,Jerome Sprout (as Sterling Macer),tt0106770
Sven-Ole Thorsen,The Demon,tt0106770
Alison Crosbie,Girl in Pub,tt0107207
Daniel Day-Lewis,Gerry Conlon,tt0107207
Philip King,Guildford Soldier,tt0107207
Emma Thompson,Gareth Peirce,tt0107207
Nye Heron,IRA Man 1,tt0107207
Anthony Brophy,Danny,tt0107207
Frankie McCafferty,Tommo,tt0107207
Paul Warriner,Soldier,tt0107207
Julian Walsh,Soldier,tt0107207
Stuart Wolfenden,Soldier (as Stuart Wolvenden),tt0107207
Chuck Pfarrer,Douglas Binder,tt0107076
Robert Apisa,Mr. Lopacki (as Bob Apisa),tt0107076
Arnold Vosloo,Pik van Cleef,tt0107076
Lance Henriksen,Emil Fouchon,tt0107076
Douglas Rye,Frick (as Douglas Forsythe Rye),tt0107076
Mike Leinert,Frack (as Michael D. Leinert),tt0107076
Yancy Butler,Natasha 'Nat' Binder,tt0107076
Lenore Banks,Marie,tt0107076
Willie C. Carpenter,Elijah Roper (as Willie Carpenter),tt0107076
Jean-Claude Van Damme,Chance Boudreaux,tt0107076
Whoopi Goldberg,Sarah Mathews,tt0107478
Ted Danson,Hal Jackson,tt0107478
Will Smith,Tea Cake Walters,tt0107478
Nia Long,Zora Mathews,tt0107478
Paul Rodriguez,Jose,tt0107478
Jennifer Tilly,Stacy,tt0107478
Peggy Rea,Alberta,tt0107478
Clyde Kusatsu,Bob Takashima,tt0107478
David Bowe,Teddy,tt0107478
Jeff Joseph,James,tt0107478
Sean Connery,Capt. John Connor,tt0107969
Wesley Snipes,Lt. Webster Smith,tt0107969
Harvey Keitel,Lt. Tom Graham,tt0107969
Cary-Hiroyuki Tagawa,Eddie Sakamura,tt0107969
Kevin Anderson,Bob Richmond,tt0107969
Mako,Yoshida-san,tt0107969
Ray Wise,Senator John Morton,tt0107969
Stan Egi,Ishihara,tt0107969
Stan Shaw,Phillips,tt0107969
Tia Carrere,Jingo Asakuma,tt0107969
Sharon Stone,Carly Norris,tt0108162
William Baldwin,Zeke Hawkins,tt0108162
Tom Berenger,Jack Landsford,tt0108162
Polly Walker,Vida Warren,tt0108162
Colleen Camp,Judy Marks,tt0108162
Amanda Foreman,Samantha Moore,tt0108162
Martin Landau,Alex Parsons,tt0108162
CCH Pounder,Lt. Victoria Hendrix,tt0108162
Nina Foch,Evelyn McEvoy,tt0108162
Keene Curtis,Gus Hale,tt0108162
Walter Matthau,Mr. Wilson,tt0106701
Mason Gamble,Dennis Mitchell,tt0106701
Joan Plowright,Martha Wilson,tt0106701
Christopher Lloyd,Switchblade Sam,tt0106701
Lea Thompson,Alice Mitchell,tt0106701
Robert Stanton,Henry Mitchell,tt0106701
Amy Sakasitz,Margaret Wade,tt0106701
Kellen Hathaway,Joey,tt0106701
Paul Winfield,Chief of Police,tt0106701
Natasha Lyonne,Polly,tt0106701
Jamie Abrahams,Herself,tt0864969
Jim Abrahams,Himself,tt0864969
Rowan Atkinson,Himself,tt0864969
Bill Badalato,Himself,tt0864969
Brenda Bakke,Herself,tt0864969
Lloyd Bridges,Himself,tt0864969
Richard Crenna,Himself,tt0864969
Miguel Ferrer,Himself,tt0864969
Valeria Golino,Herself,tt0864969
Carolyn Lawrence,Narrator (voice),tt0864969
Kevin Costner,Butch Haynes,tt0107808
Clint Eastwood,Red Garnett,tt0107808
Laura Dern,Sally Gerber,tt0107808
T.J. Lowther,Phillip Perry,tt0107808
Keith Szarabajka,Terry Pugh,tt0107808
Leo Burmester,Tom Adler,tt0107808
Paul Hewitt,Dick Suttle,tt0107808
Bradley Whitford,Bobby Lee,tt0107808
Ray McKinnon,Bradley,tt0107808
Jennifer Griffin,Gladys Perry,tt0107808
Arnold Schwarzenegger,Jack Slater,tt0107362
F. Murray Abraham,John Practice,tt0107362
Art Carney,Frank,tt0107362
Charles Dance,Benedict,tt0107362
Frank McRae,Lieutenant Dekker,tt0107362
Tom Noonan,Ripper / Tommy Noonan,tt0107362
Robert Prosky,Nick,tt0107362
Anthony Quinn,Tony Vivaldi,tt0107362
Mercedes Ruehl,Irene Madigan,tt0107362
Austin O'Brien,Danny Madigan,tt0107362
Richard Gere,Jack,tt0108185
Jodie Foster,Laurel,tt0108185
Lanny Flaherty,Buck,tt0108185
Wendell Wellman,Travis,tt0108185
Bill Pullman,Orin,tt0108185
Brett Kelley,Little Rob,tt0108185
William Windom,Reverend Powell,tt0108185
Clarice Taylor,Esther,tt0108185
Frankie Faison,Joseph,tt0108185
R. Lee Ermey,Dick Mead (as Ronald Lee Ermey),tt0108185
Jason James Richter,Jesse,tt0106965
Lori Petty,Rae Lindley,tt0106965
Jayne Atkinson,Annie Greenwood,tt0106965
August Schellenberg,Randolph Johnson,tt0106965
Michael Madsen,Glen Greenwood,tt0106965
Michael Ironside,Dial,tt0106965
Richard Riehle,Wade,tt0106965
Mykelti Williamson,Dwight Mercer,tt0106965
Michael Bacall,Perry,tt0106965
Danielle Harris,Gwenie,tt0106965
Leon,Derice Bannock,tt0106611
Doug E. Doug,Sanka Coffie,tt0106611
Rawle D. Lewis,Junior Bevil,tt0106611
Malik Yoba,Yul Brenner,tt0106611
John Candy,Irv,tt0106611
Raymond J. Barry,Kurt Hemphill,tt0106611
Peter Outerbridge,Josef Grool,tt0106611
Paul Coeur,Roger,tt0106611
Larry Gilman,Larry,tt0106611
Charles Hyatt,"Whitby Bevil, Sr.",tt0106611
Clint Eastwood,Frank Horrigan,tt0107206
John Malkovich,Mitch Leary,tt0107206
Rene Russo,Lilly Raines,tt0107206
Dylan McDermott,Al D'Andrea,tt0107206
Gary Cole,Bill Watts,tt0107206
Fred Dalton Thompson,Harry Sargent,tt0107206
John Mahoney,Sam Campagna,tt0107206
Gregory Alan Williams,Matt Wilder (as Greg Alan-Williams),tt0107206
Jim Curley,President,tt0107206
Sally Hughes,First Lady,tt0107206
Julia Roberts,Darby Shaw,tt0107798
Denzel Washington,Gray Grantham,tt0107798
Sam Shepard,Thomas Callahan,tt0107798
John Heard,Gavin Vereek,tt0107798
Tony Goldwyn,Fletcher Coal,tt0107798
James Sikking,FBI Director Denton Voyles (as James B. Sikking),tt0107798
William Atherton,Bob Gminski,tt0107798
Robert Culp,President,tt0107798
Stanley Tucci,Khamel,tt0107798
Hume Cronyn,Justice Rosenberg,tt0107798
Tom Hanks,Andrew Beckett,tt0107818
Denzel Washington,Joe Miller,tt0107818
Roberta Maxwell,Judge Tate,tt0107818
Buzz Kilman,Crutches,tt0107818
Karen Finley,Dr. Gillman,tt0107818
Daniel Chapman,Clinic Storyteller,tt0107818
Mark Sorensen Jr.,Clinic Patient,tt0107818
Jeffrey Williamson,Tyrone,tt0107818
Charles Glenn,Kenneth Killcoyne,tt0107818
Ron Vawter,Bob Seidman,tt0107818
Tom Hanks,Sam Baldwin,tt0108160
Ross Malinger,Jonah Baldwin,tt0108160
Rita Wilson,Suzy,tt0108160
Victor Garber,Greg,tt0108160
Tom Riis Farrell,Rob,tt0108160
Carey Lowell,Maggie Baldwin,tt0108160
Meg Ryan,Annie Reed,tt0108160
Bill Pullman,Walter,tt0108160
Le Clanché du Rand,Barbara Reed,tt0108160
Kevin O'Morrison,Cliff Reed,tt0108160
Sylvester Stallone,Gabe Walker,tt0106582
John Lithgow,Qualen,tt0106582
Michael Rooker,Hal Tucker,tt0106582
Janine Turner,Jessie Deighan,tt0106582
Rex Linn,Travers,tt0106582
Caroline Goodall,Kristel,tt0106582
Leon,Kynette,tt0106582
Craig Fairbrass,Delmar,tt0106582
Gregory Scott Cummins,Ryan,tt0106582
Denis Forest,Heldon,tt0106582
Robert Redford,John Gage,tt0107211
Demi Moore,Diana Murphy,tt0107211
Woody Harrelson,David Murphy,tt0107211
Seymour Cassel,Mr. Shackleford,tt0107211
Oliver Platt,Jeremy,tt0107211
Billy Bob Thornton,Day Tripper,tt0107211
Rip Taylor,Mr. Langford,tt0107211
Billy Connolly,Auction M.C.,tt0107211
Joel Brooks,Realtor,tt0107211
Pierre Epstein,Van Buren,tt0107211
Tom Cruise,Mitch McDeere,tt0106918
Jeanne Tripplehorn,Abby McDeere,tt0106918
Gene Hackman,Avery Tolar,tt0106918
Hal Holbrook,Oliver Lambert,tt0106918
Terry Kinney,Lamar Quinn,tt0106918
Wilford Brimley,William Devasher,tt0106918
Ed Harris,Wayne Tarrance,tt0106918
Holly Hunter,Tammy Hemphill,tt0106918
David Strathairn,Ray McDeere,tt0106918
Gary Busey,Eddie Lomax,tt0106918
Harrison Ford,Dr. Richard Kimble,tt0106977
Tommy Lee Jones,Samuel Gerard,tt0106977
Sela Ward,Helen Kimble,tt0106977
Julianne Moore,Dr. Anne Eastman,tt0106977
Joe Pantoliano,Cosmo Renfro,tt0106977
Andreas Katsulas,Sykes,tt0106977
Jeroen Krabbé,Dr. Charles Nichols (as Jeroen Krabbe),tt0106977
Daniel Roebuck,Biggs,tt0106977
L. Scott Caldwell,Poole,tt0106977
Tom Wood,Newman,tt0106977
Robin Williams,Daniel Hillard / Mrs. Doubtfire,tt0107614
Sally Field,Miranda Hillard,tt0107614
Pierce Brosnan,Stu,tt0107614
Harvey Fierstein,Frank,tt0107614
Polly Holliday,Gloria,tt0107614
Lisa Jakub,Lydia Hillard,tt0107614
Matthew Lawrence,Chris Hillard,tt0107614
Mara Wilson,Natalie Hillard,tt0107614
Robert Prosky,Mr. Lundy,tt0107614
Anne Haney,Mrs. Sellner,tt0107614
Sam Neill,Grant,tt0107290
Laura Dern,Ellie,tt0107290
Jeff Goldblum,Malcolm,tt0107290
Richard Attenborough,Hammond,tt0107290
Bob Peck,Muldoon,tt0107290
Martin Ferrero,Gennaro,tt0107290
BD Wong,Wu (as B. D. Wong),tt0107290
Joseph Mazzello,Tim,tt0107290
Ariana Richards,Lex,tt0107290
Samuel L. Jackson,Arnold,tt0107290
Dan Wyllie,Nick,tt1552673
Ellen Cressey,Angela,tt1552673
Rowan Woods,Ralph,tt1552673
Josh Charles,Mort Golden,tt0104030
Jason Gedrick,Tim Reese,tt0104030
Stephen Baldwin,Danny Morgan,tt0104030
Cheryl Pollak,Carol Brockton,tt0104030
Rita Taggart,Kate Golden,tt0104030
Hy Anzell,Manny Goldfarb,tt0104030
Richard Edson,Mitchell,tt0104030
Ken Jenkins,Lou Morgan,tt0104030
Abraham Benrubi,Rinny,tt0104030
David Schwimmer,John Anderson,tt0104030
...,,tt0197118
Harvey Keitel,LT,tt0103759
Brian McElroy,LT's Son (#1),tt0103759
Frank Acciarito,LT's Son (#2) (as Frankie Acciarito),tt0103759
Peggy Gormley,LT's Wife,tt0103759
Stella Keitel,LT's Daughter,tt0103759
Dana Dee,LT's Baby Girl,tt0103759
Victor Argo,Beat Cop,tt0103759
Paul Calderon,Cop #1 (as Paul Calderone),tt0103759
Leonard L. Thomas,Cop #2 (as Leonard Thomas),tt0103759
Anthony Ruggiero,Lite,tt0103759
John Goodman,Babe Ruth,tt0103747
Kelly McGillis,Claire Ruth,tt0103747
Trini Alvarado,Helen Ruth,tt0103747
Bruce Boxleitner,Jumpin' Joe Dugan,tt0103747
Peter Donat,Frazee,tt0103747
James Cromwell,Brother Mathias,tt0103747
J.C. Quinn,Jack Dunn,tt0103747
Joseph Ragno,Huggins (as Joe Ragno),tt0103747
Richard Tyson,Guy Bush,tt0103747
Ralph Marrero,Ping,tt0103747
Alec Baldwin,Peter Hoskins,tt0105165
Meg Ryan,Rita Boyle,tt0105165
Kathy Bates,Leah Blier,tt0105165
Ned Beatty,Dr. Boyle,tt0105165
Patty Duke,Mrs. Boyle,tt0105165
Richard Riehle,Jerry Blier,tt0105165
Stanley Tucci,Taylor,tt0105165
Sydney Walker,Old Man,tt0105165
Rocky Carroll,Tom,tt0105165
Debra Monk,Aunt Dorothy,tt0105165
Michael Caine,Scrooge,tt0104940
Dave Goelz,The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot (voice),tt0104940
Steve Whitmire,Kermit the Frog as Bob Cratchit / Rizzo the Rat / Beaker / Bean Bunny / Belinda Cratchit / Beetle / Lips / Pig Gentleman (voice),tt0104940
Jerry Nelson,Tiny Tim Cratchit / Jacob Marley / Ghost of Christmas Present / Lew Zealand / Ma Bear / Mouse / Mr. Applegate / Penguin / Pig Gentleman / Pops / Rat (voice),tt0104940
Frank Oz,Miss Piggy as Emily Cratchit / Fozzie Bear as Fozziewig / Sam the Eagle as Headmaster of Junior High Graduates / Animal / George the Janitor / Horse and Carriage Driver / Vegetable Salesman (voice),tt0104940
David Rudman,Rat / Peter Cratchit / Old Joe / Swedish Chef (voice),tt0104940
Don Austen,Ghost of Christmas Present (performer) / Ghost of Christmas Yet to Come (performer),tt0104940
Jessica Fox,Ghost of Christmas Past (voice),tt0104940
Robert Tygner,Ghost of Christmas Yet to Come (performer) / Ghost of Christmas Past (performer) / Turkey / Additional Muppets (uncredited) (voice),tt0104940
Steven Mackintosh,"Fred, Scrooge's Nephew",tt0104940
Jack Nicholson,James R. Hoffa,tt0104427
Danny DeVito,Bobby Ciaro,tt0104427
Armand Assante,Carol D'Allesandro,tt0104427
J.T. Walsh,Fitzsimmons,tt0104427
John C. Reilly,Pete Connelly,tt0104427
Frank Whaley,Young Kid,tt0104427
Kevin Anderson,Robert Kennedy,tt0104427
John P. Ryan,Red Bennett,tt0104427
Robert Prosky,Billy Flynn,tt0104427
Natalija Nogulich,Jo Hoffa,tt0104427
Tim Curry,Hexxus (voice),tt0104254
Samantha Mathis,Crysta (voice),tt0104254
Christian Slater,Pips (voice),tt0104254
Jonathan Ward,Zak (voice),tt0104254
Robin Williams,Batty Koda (voice),tt0104254
Grace Zabriskie,Magi Lune (voice),tt0104254
Geoffrey Blake,Ralph (voice),tt0104254
Robert Pastorelli,Tony (voice),tt0104254
Cheech Marin,Stump (voice),tt0104254
Tommy Chong,Root (voice),tt0104254
John Lithgow,Carter / Cain / Dr. Nix / Josh / Margo,tt0105217
Lolita Davidovich,Jenny,tt0105217
Steven Bauer,Jack,tt0105217
Frances Sternhagen,Dr. Waldheim,tt0105217
Gregg Henry,Lt. Terri,tt0105217
Tom Bower,Sgt. Cally,tt0105217
Mel Harris,Sarah,tt0105217
Teri Austin,Karen,tt0105217
Gabrielle Carteris,Nan,tt0105217
Barton Heyman,Mack,tt0105217
Michael Douglas,Ed Leland,tt0105391
Melanie Griffith,Linda Voss,tt0105391
Liam Neeson,Franze-Otto Dietrich,tt0105391
Joely Richardson,Margrete Von Eberstien,tt0105391
John Gielgud,Sunflower,tt0105391
Francis Guinan,Andrew Berringer,tt0105391
Patrick Winczewski,Fishmonger,tt0105391
Anthony Walters,Dietrich's Son,tt0105391
Victoria Shalet,Dietrich's Daughter,tt0105391
Sheila Allen,"Olga Leiner, Margrete's Mother",tt0105391
Joe Pesci,Vinny Gambini,tt0104952
Ralph Macchio,Bill Gambini,tt0104952
Marisa Tomei,Mona Lisa Vito,tt0104952
Mitchell Whitfield,Stan Rothenstein,tt0104952
Fred Gwynne,Judge Chamberlain Haller,tt0104952
Lane Smith,Jim Trotter III,tt0104952
Austin Pendleton,John Gibbons,tt0104952
Bruce McGill,Sheriff Farley,tt0104952
Maury Chaykin,Sam Tipton,tt0104952
Paulene Myers,Constance Riley (as Pauline Meyers),tt0104952
Steve Martin,Davis,tt0104452
Goldie Hawn,Gwen,tt0104452
Dana Delany,Becky,tt0104452
Julie Harris,Edna Davis,tt0104452
Donald Moffat,George Davis,tt0104452
Peter MacNicol,Marty,tt0104452
Richard B. Shull,Ralph,tt0104452
Laurel Cronin,Mary,tt0104452
Roy Cooper,Moseby,tt0104452
Christopher Durang,Reverend Lipton,tt0104452
Jo Marr,College-Aged Cosmo (as Jojo Marr),tt0105435
Gary Hershberger,College-Aged Bishop,tt0105435
Robert Redford,Bishop,tt0105435
Sidney Poitier,Crease,tt0105435
David Strathairn,Whistler,tt0105435
Dan Aykroyd,Mother,tt0105435
River Phoenix,Carl,tt0105435
Bodhi Elfman,Centurion S&L Night Guard,tt0105435
Denise Dowse,Bank Teller,tt0105435
Hanyee,Bank Secretary,tt0105435
Mel Gibson,Capt. Daniel McCormick,tt0104291
Jamie Lee Curtis,Claire Cooper,tt0104291
Elijah Wood,Nat Cooper,tt0104291
Isabel Glasser,Helen,tt0104291
George Wendt,Harry Finley,tt0104291
Joe Morton,Cameron,tt0104291
Nicolas Surovy,John,tt0104291
David Marshall Grant,Lt. Col. Wilcox USAF,tt0104291
Robert Hy Gorman,Felix,tt0104291
Millie Slavin,Susan Finley,tt0104291
Eddie Murphy,Marcus,tt0103859
Robin Givens,Jacqueline,tt0103859
Halle Berry,Angela,tt0103859
David Alan Grier,Gerard,tt0103859
Martin Lawrence,Tyler,tt0103859
Grace Jones,Strangé,tt0103859
Geoffrey Holder,Nelson,tt0103859
Eartha Kitt,Lady Eloise,tt0103859
Chris Rock,Bony T,tt0103859
Tisha Campbell-Martin,Yvonne (as Tisha Campbell),tt0103859
Tom Hanks,Jimmy Dugan,tt0104694
Geena Davis,C Dottie Hinson,tt0104694
Lori Petty,P Kit Keller,tt0104694
Madonna,C F Mae Mordabito,tt0104694
Rosie O'Donnell,3B Doris Murphy,tt0104694
Megan Cavanagh,2B Marla Hooch,tt0104694
Tracy Reiner,LF / P Betty Horn,tt0104694
Bitty Schram,RF Evelyn Gardner,tt0104694
Ann Cusack,LF Shirley Baker,tt0104694
Anne Ramsay,1B Helen Haley (as Anne Elizabeth Ramsay),tt0104694
Al Pacino,Lt. Col. Frank Slade,tt0105323
Chris O'Donnell,Charlie Simms,tt0105323
James Rebhorn,Mr. Trask,tt0105323
Gabrielle Anwar,Donna,tt0105323
Philip Seymour Hoffman,"George Willis, Jr. (as Philip S. Hoffman)",tt0105323
Richard Venture,W.R. Slade,tt0105323
Bradley Whitford,Randy,tt0105323
Rochelle Oliver,Gretchen,tt0105323
Margaret Eginton,Gail,tt0105323
Tom Riis Farrell,Garry,tt0105323
Tom Cruise,Joseph Donnelly,tt0104231
Nicole Kidman,Shannon Christie,tt0104231
Thomas Gibson,Stephen Chase,tt0104231
Robert Prosky,Daniel Christie,tt0104231
Barbara Babcock,Nora Christie,tt0104231
Cyril Cusack,Danty Duff,tt0104231
Eileen Pollock,Molly Kay,tt0104231
Colm Meaney,Kelly,tt0104231
Douglas Gillison,Dermody,tt0104231
Michelle Johnson,Grace,tt0104231
Charles Grodin,George Newton,tt0103786
Bonnie Hunt,Alice Newton,tt0103786
Dean Jones,Dr. Varnick,tt0103786
Nicholle Tom,Ryce,tt0103786
Christopher Castile,Ted,tt0103786
Sarah Rose Karr,Emily,tt0103786
Oliver Platt,Harvey,tt0103786
Stanley Tucci,Vernon,tt0103786
David Duchovny,Brad,tt0103786
Patricia Heaton,Brie,tt0103786
Meryl Streep,Madeline Ashton,tt0104070
Bruce Willis,Ernest Menville,tt0104070
Goldie Hawn,Helen Sharp,tt0104070
Isabella Rossellini,Lisle Von Rhuman,tt0104070
Ian Ogilvy,Chagall,tt0104070
Adam Storke,Dakota,tt0104070
Nancy Fish,Rose,tt0104070
Alaina Reed-Hall,Psychologist (as Alaina Reed Hall),tt0104070
Michelle Johnson,Anna,tt0104070
