,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
1886,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",3 wins & 24 nominations.,"$202,351,611","USA, UK, Malta",17 Sep 2013,Marc Forster,,"Action, Adventure, Horror, Sci-Fi, Thriller","English, Spanish, Hebrew, Arabic",63,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",21 Jun 2013,True,116 min,World War Z,movie,http://tinyurl.com/oo4f7jj,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",2013,tt0816711,7.0,"556,766",
1887,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",5 wins & 31 nominations.,"$234,903,076",USA,11 Jun 2013,Sam Raimi,,"Adventure, Family, Fantasy",English,44,"A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.",https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",08 Mar 2013,True,130 min,Oz the Great and Powerful,movie,http://disney.go.com/thewizard/,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)",2013,tt1623205,6.3,"192,543",
1888,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",Nominated for 1 Oscar. Another 6 wins & 56 nominations.,"$228,756,232",USA,10 Sep 2013,J.J. Abrams,,"Action, Adventure, Sci-Fi","English, Klingon",72,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,Paramount,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",16 May 2013,True,132 min,Star Trek Into Darkness,movie,http://www.startrekmovie.com/,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",2013,tt1408101,7.7,"446,780",
1889,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada",2 wins & 11 nominations.,"$132,550,960","USA, UK",03 Dec 2013,James Mangold,,"Action, Adventure, Fantasy, Sci-Fi","English, Japanese",61,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",26 Jul 2013,True,126 min,The Wolverine,movie,http://www.thewolverinemovie.com/us/,"Mark Bomback (screenplay), Scott Frank (screenplay)",2013,tt1430132,6.7,"404,688",
1890,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",Nominated for 1 BAFTA Film Award. Another 6 wins & 47 nominations.,"$101,785,482",USA,15 Oct 2013,Guillermo del Toro,,"Action, Adventure, Sci-Fi","English, Japanese, Cantonese, Mandarin",65,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",12 Jul 2013,True,131 min,Pacific Rim,movie,http://pacificrimmovie.com,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)",2013,tt1663662,6.9,"445,363",
1891,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",Nominated for 5 Oscars. Another 38 wins & 165 nominations.,"$91,330,760",USA,25 Mar 2014,Martin Scorsese,,"Biography, Crime, Drama","English, French",75,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,Paramount Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",25 Dec 2013,True,180 min,The Wolf of Wall Street,movie,http://www.thewolfofwallstreet.com/,"Terence Winter (screenplay), Jordan Belfort (book)",2013,tt0993846,8.2,"1,044,225",
1892,"Dwayne Johnson, Jonathan Pryce, Byung-Hun Lee, Elodie Yung",1 win & 11 nominations.,"$122,512,052",USA,30 Jul 2013,Jon M. Chu,,"Action, Adventure, Sci-Fi, Thriller",English,41,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",28 Mar 2013,True,110 min,G.I. Joe: Retaliation,movie,http://www.gijoemovie.com/,"Rhett Reese, Paul Wernick",2013,tt1583421,5.8,"166,059",
1893,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",2 wins & 7 nominations.,"$112,200,000",USA,08 Oct 2013,Todd Phillips,,"Adventure, Comedy, Crime","English, Spanish",30,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",https://m.media-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",23 May 2013,True,100 min,The Hangover Part III,movie,http://www.hangoverpart3.com/,"Todd Phillips, Craig Mazin, Jon Lucas (characters), Scott Moore (characters)",2013,tt1951261,5.8,"272,257",
1894,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
1895,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher",1 win & 3 nominations.,"$117,698,894","USA, France",03 Sep 2013,Louis Leterrier,,"Crime, Mystery, Thriller","English, French",50,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,Lionsgate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",31 May 2013,True,115 min,Now You See Me,movie,http://nowyouseememovie.com/,"Ed Solomon (screenplay), Boaz Yakin (screenplay), Edward Ricourt (screenplay), Boaz Yakin (story), Edward Ricourt (story)",2013,tt1670345,7.3,"556,459",
1896,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays",8 nominations.,"$71,017,784","USA, France, Canada, Belgium",03 Dec 2013,Raja Gosnell,,"Animation, Adventure, Comedy, Family, Fantasy","English, French",34,"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.",https://m.media-amazon.com/images/M/MV5BNzVkMDRlYzItOTUyOS00ZmU5LWEyN2EtMWE2YWU4MzBlOTBjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",31 Jul 2013,True,105 min,The Smurfs 2,movie,http://www.smurfhappens.com/,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",2013,tt2017020,5.4,"34,487",
1897,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",15 wins & 22 nominations.,"$137,387,272",USA,22 Oct 2013,James Wan,,"Horror, Mystery, Thriller","English, Latin",68,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",19 Jul 2013,True,112 min,The Conjuring,movie,http://www.theconjuring-movie.com,"Chad Hayes, Carey W. Hayes",2013,tt1457767,7.5,"400,954",
1898,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",4 wins & 7 nominations.,"$67,344,392","USA, Russia, Hungary",04 Jun 2013,John Moore,,"Action, Thriller","English, Russian, Hindi, Punjabi",28,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",14 Feb 2013,True,98 min,A Good Day to Die Hard,movie,http://www.diehardmovie.com/,"Skip Woods, Roderick Thorp (certain original characters by)",2013,tt1606378,5.3,"189,162",
1899,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",14 nominations.,"$89,021,735",USA,06 Aug 2013,Joseph Kosinski,,"Action, Adventure, Sci-Fi",English,54,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",19 Apr 2013,True,124 min,Oblivion,movie,http://www.oblivionmovie.com/,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",2013,tt1483013,7.0,"457,126",
1900,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",1 win & 10 nominations.,"$90,800,000",USA,17 Dec 2013,Neill Blomkamp,,"Action, Drama, Sci-Fi","English, Spanish, French, Afrikaans, Ukrainian",61,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",09 Aug 2013,True,109 min,Elysium,movie,http://www.itsbetterupthere.com/site/,Neill Blomkamp,2013,tt1535108,6.6,"397,641",
1901,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",1 win & 13 nominations.,"$81,100,000",USA,12 Nov 2013,David Soren,,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",English,58,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,DreamWorks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",17 Jul 2013,True,96 min,Turbo,movie,http://www.turbomovie.com,"Darren Lemke (screenplay by), Robert Siegel (screenplay by), David Soren (screenplay by), David Soren (story by)",2013,tt1860353,6.4,"74,800",
1902,"Bill Hader, Anna Faris, James Caan, Will Forte",16 nominations.,"$119,793,567",USA,28 Jan 2014,"Cody Cameron, Kris Pearn",,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,59,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",27 Sep 2013,True,95 min,Cloudy with a Chance of Meatballs 2,movie,http://www.cloudy-movie.com/site/,"Erica Rivinoja (screenplay by), John Francis Daley (screenplay), Jonathan Goldstein (screenplay by), Phil Lord (story by), Christopher Miller (story by), Erica Rivinoja (story by), Judi Barrett (inspired by the book ""Cloudy with a Chance of Meatballs"" written by), Ron Barrett (inspired by the book ""Cloudy with a Chance of Meatballs"" illustrated by)",2013,tt1985966,6.4,"81,838",
1903,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
1904,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",2 wins & 21 nominations.,"$107,515,297",USA,20 Sep 2013,Chris Wedge,,"Animation, Adventure, Family, Fantasy, Mystery, Thriller",English,52,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,Twentieth Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",24 May 2013,True,102 min,Epic,movie,http://www.epicthemovie.com/,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (Leafmen characters from book ""The Leaf Men and the Brave Good Bugs"")",2013,tt0848537,6.7,"95,657",
1905,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,"$89,289,910",USA,17 Dec 2013,Gore Verbinski,,"Action, Adventure, Western","English, North American Indian",37,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",03 Jul 2013,True,150 min,The Lone Ranger,movie,http://disney.go.com/the-lone-ranger/,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)",2013,tt1210819,6.4,"209,844",
1906,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",Nominated for 10 Oscars. Another 70 wins & 208 nominations.,"$99,165,609",USA,18 Mar 2014,David O. Russell,,"Crime, Drama","English, Arabic",90,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",20 Dec 2013,True,138 min,American Hustle,movie,http://www.americanhustle-movie.com/,"Eric Warren Singer, David O. Russell",2013,tt1800241,7.2,"419,242",
1907,"Adam Sandler, Kevin James, Chris Rock, David Spade",5 wins & 15 nominations.,"$127,400,000",USA,05 Nov 2013,Dennis Dugan,,Comedy,"English, Spanish",19,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",https://m.media-amazon.com/images/M/MV5BMTgwNTI2MDI0OF5BMl5BanBnXkFtZTcwMTk5MDg0OQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",12 Jul 2013,True,101 min,Grown Ups 2,movie,http://www.GrownUps2-Movie.com/,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)",2013,tt2191701,5.4,"130,079",
1908,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",3 wins & 8 nominations.,"$60,522,097",USA,08 Oct 2013,M. Night Shyamalan,,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",English,33,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",https://m.media-amazon.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",31 May 2013,True,100 min,After Earth,movie,http://afterearth.com/,"Gary Whitta (screenplay), M. Night Shyamalan (screenplay), Will Smith (story)",2013,tt1815862,4.8,"182,714",
1909,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher",5 nominations.,"$71,270,759",USA,19 Nov 2013,Klay Hall,,"Animation, Adventure, Comedy, Family","English, Spanish",39,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",09 Aug 2013,True,91 min,Planes,movie,http://www.disney.com/planes,"John Lasseter (original story by), Klay Hall (original story by), Jeffrey M. Howard (original story by), Jeffrey M. Howard (screenplay by), Roberts Gannaway (additional story material), Jon Cryer (additional story material)",2013,tt1691917,5.7,"40,085",
